Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Happiness is a butterfly","Lana Del Rey","Norman Fucking Rockwell!","Life","Playlist","GBUM71903150","3lG6OtGDsYAOALxEmubQQm"
"The Beach","The Neighbourhood","Wiped Out!","Life","Playlist","USSM11506746","2u0CelO5c81XS7z3dGpHbS"
"Cinnamon Girl","Lana Del Rey","Norman Fucking Rockwell!","Life","Playlist","GBUM71903147","2mdEsXPu8ZmkHRRtAdC09e"
"Pretty Boy","The Neighbourhood","Chip Chrome & The Mono-Tones","Life","Playlist","USSM12003780","7IL8PSVwLOJxqYne6azxQv"
"Brooklyn Baby","Lana Del Rey","Ultraviolence (Deluxe)","Life","Playlist","GBUM71402169","1NZs6n6hl8UuMaX0UC0YTz"
"Video Games","Lana Del Rey","Born To Die - The Paradise Edition","Life","Playlist","GBUM71111621","24jvD83UgLmrdGjhWTFslY"
"Young And Beautiful","Lana Del Rey","Young And Beautiful","Life","Playlist","GBUM71301823","2nMeu6UenVvwUktBCpLMK9"
"Black Beauty","Lana Del Rey","Ultraviolence (Deluxe)","Life","Playlist","GBUM71402114","63hHlajVLQnlFMAqSyePxO"
"Love","Lana Del Rey","Lust For Life","Life","Playlist","GBUM71604605","2Kerz9H9IejzeIpjhDJoYG"
"Shades Of Cool","Lana Del Rey","Ultraviolence (Deluxe)","Life","Playlist","GBUM71402104","4VSg5K1hnbmIg4PwRdY6wV"
"Tomorrow Never Came (feat. Sean Ono Lennon)","Lana Del Rey","Lust For Life","Life","Playlist","GBUM71701634","6VZwnDUMkAZs36g6v9MVQX"
"Arcadia","Lana Del Rey","Blue Banisters","Life","Playlist","GBUM72104276","3EZTyh1wJEmreJH1aULPCj"
"Chemtrails Over The Country Club","Lana Del Rey","Chemtrails Over The Country Club","Life","Playlist","GBUM72006081","7bPWdJgx8vek7S5i5yAtvG"
"White Dress","Lana Del Rey","Chemtrails Over The Country Club","Life","Playlist","GBUM72006075","4Hl9rOqYomojCmxYfr25im"
"The Next Best American Record","Lana Del Rey","Norman Fucking Rockwell!","Life","Playlist","GBUM71701687","7vRfxLcDDwgYW2WTrtEgUV"
"Venice Bitch","Lana Del Rey","Norman Fucking Rockwell!","Life","Playlist","USUG11801802","3hwQhakFwm9soLEBnSDH17"
"How to disappear","Lana Del Rey","Norman Fucking Rockwell!","Life","Playlist","GBUM71903148","4qUtC2BwFC154Ha8YQRrkk"
"Doin' Time","Lana Del Rey","Norman Fucking Rockwell!","Life","Playlist","GBUM71903894","0Oqc0kKFsQ6MhFOLBNZIGX"
"Kingston","Faye Webster","Atlanta Millionaires Club","Life","Playlist","US38W1837601","5WbfFTuIldjL9x7W6y5l7R"
"4EVER","Clairo","4EVER","Life","Playlist","US4HB1800003","5mIOsPuQdXchVY0jB5NO9Q"
"Hello?","Clairo","diary 001","Life","Playlist","US4HB1800005","7qwt4xUIqQWCu1DJf96g2k"
"Softly","Clairo","Immunity","Life","Playlist","US4HB1900087","4PvbbMYL4fkToni5BLaYRb"
"If You Want To","beabadoobee","Patched Up","Life","Playlist","GBK3W1800913","7I1kle4TNmkfednJDKo8GR"
"Get You (feat. Kali Uchis)","Daniel Caesar","Freudian","Life","Playlist","TCACR1690004","7zFXmv6vqI4qOt4yGf3jYZ"
"Best Part (feat. H.E.R.)","Daniel Caesar","Freudian","Life","Playlist","CADDS1700022","1RMJOxR6GRPsBHL8qeC2ux"
"Hold Me Down","Daniel Caesar","Freudian","Life","Playlist","CADDS1700023","1Mza2sr6tPhy6jjI3HB9fW"
"Blessed","Daniel Caesar","Freudian","Life","Playlist","CADDS1700021","0KyzXQhY2yzcb1FYCHkZc2"
"Violet","Daniel Caesar","Violet","Life","Playlist","TCACG1588583","22jnEneSABg4vRCR1vow7F"
"Right My Wrongs","Bryson Tiller","T R A P S O U L","Life","Playlist","USRC11502201","5rgrBsAFYMun6yhtnLKRPz"
"Don't","Bryson Tiller","T R A P S O U L","Life","Playlist","USRC11501051","3pXF1nA74528Edde4of9CC"
"Broken Clocks","SZA","Ctrl","Life","Playlist","USRC11701122","2fXwCWkh6YG5zU1IyvQrbs"
"A Pearl","Mitski","Be the Cowboy","Life","Playlist","USJ5G1815004","7fd3aMiuwHWKsTdZafjOfZ"
"Luxury","Azealia Banks","Broke with Expensive Taste","Life","Playlist","US5Z51400592","7IzN1BfaQ8fmTHYPRPhNws"
"Miss Camaraderie","Azealia Banks","Broke with Expensive Taste","Life","Playlist","US5Z51400595","5mEkLflNw2BilpJvJ0W7UC"
"This Charming Man - 2011 Remaster","The Smiths","The Smiths","Life","Playlist","GBCRL1100240","1FvDJ9KGxcqwv1utyPL3JZ"
"Some Girls Are Bigger Than Others - 2011 Remaster","The Smiths","The Queen Is Dead","Life","Playlist","GBCRL1100055","3znapZvsInnCVsDERDUaM5"
"What Difference Does It Make? - 2011 Remaster","The Smiths","The Smiths","Life","Playlist","GBCRL1100034","3rzYUfyzdZW96cHXnGn1xI"
"Here Comes Your Man","Pixies","Doolittle","Life","Playlist","GBAFL9700090","4IvZLDtwBHmBmwgDIUbuwa"
"La La Love You","Pixies","Doolittle","Life","Playlist","GBAFL8900014","6x0cOqPP07gTXusQfK9COQ"
"Debaser","Pixies","Doolittle","Life","Playlist","GBAFL9700091","5cy5IStIn7OSHDEIgXeDyq"
"Wave Of Mutilation","Pixies","Doolittle","Life","Playlist","GBAFL9700092","51Z2IzJvLCnZaIpBV0IYRr"
"Love My Way","The Psychedelic Furs","Forever Now","Life","Playlist","GBBBN0102488","4dk40nfaQav6b4ZsJ9OYUo"
"Temptation","New Order","Substance","Life","Playlist","GBAAP0001114","7j5Q3zhjvpQvMeoPSZwdsa"
"Where Is My Mind?","Pixies","Death to the Pixies","Life","Playlist","GBAFL9700100","0KzAbK6nItSqNh8q70tb0K"
"Hey","Pixies","Doolittle","Life","Playlist","GBAFL8900017","0p5eZCY0R7uNCZS1YDtIYI"
"Gouge Away","Pixies","Doolittle","Life","Playlist","GBAFL9700102","7oDDV1cal0M0RIjr4HuuJ9"
"I Bleed","Pixies","Doolittle","Life","Playlist","GBAFL8900010","6YhMbOm0HwrGvnAyu4b6dL"
"No 13 Baby","Pixies","Doolittle","Life","Playlist","GBAFL8900015","4NXzNzXDkMEWtvn3foSIrJ"
"Stay (I Missed You)","Lisa Loeb","Stay (I Missed You)","Life","Playlist","USGF19573414","00U1MDChdOTxWwtKoOoBXE"
"Be My Baby","Lisa Loeb","Lullaby Girl","Life","Playlist","TCADE1778946","5SrOWK8Y6LDuLXlWPZmMlf"
"Garden Of Delights","Lisa Loeb & Nine Stories","Tails","Life","Playlist","USGF19573412","6uFRQQsLIUlfOWmZ9UFviU"
"Fade Into You","Mazzy Star","So Tonight That I Might See","Life","Playlist","USCA29300105","1LzNfuep1bnAUR9skqdHCK"
"Halah","Mazzy Star","She Hangs Brightly","Life","Playlist","USCA29000609","6JuEshIRliNXRU1LXctRjZ"
"Blue Light","Mazzy Star","So Tonight That I Might See","Life","Playlist","USCA29300471","3BdHMOIA9B0bN53jbE5nWe"
"Be My Angel","Mazzy Star","She Hangs Brightly","Life","Playlist","USCA29000615","3R6kyOmqWcAsqZqqe9CGL0"
"Blue Flower","Mazzy Star","She Hangs Brightly","Life","Playlist","USCA29000610","6Rz4b1XPWPquE1h2Uup29S"
"Flowers In December","Mazzy Star","Among My Swan","Life","Playlist","USCA29600652","0G6Ws8Gbdt0S7pZeuYmkmm"
"Metal Heart","Cat Power","Moon Pix","Life","Playlist","USMTD9828605","4JeMpERu0LS3QhNoNG0cvZ"
"In the Kingdom","Mazzy Star","Seasons of Your Day","Life","Playlist","USA2P1306994","0hCjDPhl5JbFpYbrlebXvB"
"I Know","Fiona Apple","When The Pawn...","Life","Playlist","USSM19910364","0uhYgQQ6WX9rCONnum7Fmw"
"I Walk a Little Faster","Fiona Apple","The Best Is Yet to Come - The Songs of Cy Coleman","Life","Playlist","USSNN1010012","0YcNShIOj5rIxzA0yLbMve"
"Slow Like Honey","Fiona Apple","Tidal","Life","Playlist","USSM19600948","6DuX3rs3gHCEHMyDwC856c"
"Put Me Down","The Cranberries","Everybody Else Is Doing It, So Why Can't We?","Life","Playlist","USIR29300090","2rzOCsV0vF3V8yAIMeaFak"
"Zombie","The Cranberries","No Need To Argue (The Complete Sessions 1994-1995)","Life","Playlist","USIR29400443","7EZC6E7UjZe63f1jRmkWxt"
"Linger","The Cranberries","Everybody Else Is Doing It, So Why Can't We?","Life","Playlist","USIR29300085","0gEyKnHvgkrkBM6fbeHdwK"
"1979 - Remastered 2012","The Smashing Pumpkins","Mellon Collie And The Infinite Sadness (Deluxe Edition)","Life","Playlist","USVI21200910","5QLHGv0DfpeXLNFo7SFEy1"
"Dreams - Dave Fanning RTÉ Radio Session","The Cranberries","Everybody Else Is Doing It, So Why Can't We? (Super Deluxe)","Life","Playlist","GB2DY1800837","6Qe5HzpRh0xnHY9RL7shxY"
"Kiss Me","Sixpence None The Richer","Sixpence None the Richer","Life","Playlist","USEE19900312","754kgU5rWscRTfvlsuEwFp"
"Don't Speak","No Doubt","Tragic Kingdom","Life","Playlist","USIR19500279","6urCAbunOQI4bLhmGpX7iS"
"Walking After You","Foo Fighters","The Colour And The Shape","Life","Playlist","USRW29600012","7pS2OVdIWviLpz5GOtJLzz"
"When You're Gone","The Cranberries","Stars: The Best Of The Cranberries 1992-2002","Life","Playlist","USIR29600117","2Qdnk7tbc4onLOIPd1eSNE"
"Why","The Cranberries","Something Else","Life","Playlist","GB5KW1700219","7ca964FFFS8MGHU8jtoEXD"
"Promises","The Cranberries","Bury The Hatchet","Life","Playlist","USIR29900003","15Trb1S2FDZSMLDzWfnlbg"
"Take Me Out","Franz Ferdinand","Franz Ferdinand","Life","Playlist","GBCEL0300192","20I8RduZC2PWMWTDCZuuAN"
"Break My Body - 2007 Remaster","Pixies","Surfer Rosa (2007 Remaster)","Life","Playlist","GBAFL0700140","3gBE71E0cl8xRZLj8IJIuP"
"Boys Don't Cry - Single Version","The Cure","Three Imaginary Boys (Deluxe Edition)","Life","Playlist","USEE10413404","4dneV7C1yDt9UtyxrQY375"
"Friday I'm in Love","The Cure","Wish","Life","Playlist","USEE10180267","263aNAQCeFSWipk896byo6"
"The Adults Are Talking","The Strokes","The New Abnormal","Life","Playlist","USRC11902726","5ruzrDWcT0vuJIOMW7gMnW"
"No Surprises","Radiohead","OK Computer","Life","Playlist","GBAYE9700386","10nyNJ6zNy2YVYLrcwLccB"
"Buddy Holly","Weezer","Weezer","Life","Playlist","USGF19562907","3mwvKOyMmG77zZRunnxp9E"
"Say It Ain't So - Original Mix","Weezer","Weezer","Life","Playlist","USGF19962907","6VoIBz0VhCyz7OdEoRYDiA"
"Santeria","Sublime","Sublime","Life","Playlist","USGA19649253","2hnMS47jN0etwvFPzYk11f"
"Pork And Beans","Weezer","Weezer","Life","Playlist","USUM70811232","7wclPheMJAUKn2njmO2s3A"
"The Good Life","Weezer","Pinkerton","Life","Playlist","USGF19600706","5CjwXdq5Z73Va0XCPFG5Aq"
"Everlong","Foo Fighters","The Colour And The Shape","Life","Playlist","USRW29600011","5UWwZ5lm5PKu6eKsHAGxOk"
"Spiderwebs","No Doubt","Tragic Kingdom","Life","Playlist","USIR19500270","4ZD6SiaJi75smnel0d7jl3"
"Line Without a Hook","Ricky Montgomery","Montgomery Ricky","Life","Playlist","USA2P1624696","5NvOZCjZaGGGL597exlQWv"
"I Hear a Symphony","Cody Fry","Flying","Life","Playlist","TCADG1749527","4ZHGRFGwjnEIXHG2FhcDPv"
"Mr. Loverman","Ricky Montgomery","Montgomery Ricky","Life","Playlist","USA2P1624702","2IVsRhKrx8hlQBOWy4qebo"
"Fight or Flight","Conan Gray","Kid Krow","Life","Playlist","USUM71924261","0yfDVYKVKYrHknz9gVOlQr"
"This December","Ricky Montgomery","Montgomery Ricky","Life","Playlist","USA2P1624695","3gjRRs7gmh3Euynu1cau1d"
"My Heart Is Buried in Venice","Ricky Montgomery","Montgomery Ricky","Life","Playlist","USA2P1624701","02H1K5Cw9Ar89b35XwSEw6"
"Change the World (feat. Big B)","Bone Thugs-N-Harmony","BTNHRESURRECTION","Life","Playlist","US23S0028112","1qEzcqwjO4BVS04Y0pfwyM"
"Friends","Chase Atlantic","Nostalgia","Life","Playlist","GBLFP1508173","2jQiSYrwJehQAcuaaQrXnS"
"HER","Chase Atlantic","PHASES","Life","Playlist","QMRSZ1900587","5i7g9wTIruXgWKvA83BXlk"
"LUST","Chase Atlantic","DON'T TRY THIS","Life","Playlist","QMRSZ1802759","51t7nQOI35g07O0z4fflO1"
"Gigantic - 2007 Remaster","Pixies","Surfer Rosa (2007 Remaster)","Life","Playlist","GBAFL0700143","5G2g1EbEtFSMkMbAnhl7FV"
"Love Sosa","Chief Keef","Finally Rich","Life","Playlist","USUM71214600","01Lr5YepbgjXAWR9iOEyH1"
"When I Was Your Man","Bruno Mars","Unorthodox Jukebox","Life","Playlist","USAT21206701","0nJW01T7XtvILxQgC5J7Wh"
"Viva La Vida","Coldplay","Viva La Vida or Death and All His Friends","Life","Playlist","GBAYE0800265","1mea3bSkSGXuIRvnydlB5b"
"Chasing Pavements","Adele","19","Life","Playlist","GBBKS0700574","56pHllZT7QOacB0bP56ofx"
"Easy On Me","Adele","30","Life","Playlist","USSM12105970","46IZ0fSY2mpAiktS3KOqds"
"Set Fire to the Rain","Adele","21","Life","Playlist","GBBKS1000348","73CMRj62VK8nUS4ezD2wvi"
"Rolling in the Deep","Adele","21","Life","Playlist","GBBKS1000335","1c8gk2PeTE04A1pIDH9YMk"
"Someone Like You","Adele","21","Life","Playlist","GBBKS1000351","1zwMYTA5nlNjZxYrvBB2pV"
"Send My Love (To Your New Lover)","Adele","25","Life","Playlist","GBBKS1500215","0t7fVeEJxO2Xi4H2K5Svc9"
"When We Were Young","Adele","25","Life","Playlist","GBBKS1500217","7GgWAITsYJaRM3r50rfh5w"
"Rumour Has It","Adele","21","Life","Playlist","GBBKS1000349","2A73XBDBQgmdXO8VsXPWIs"
"River Euphrates - 2007 Remaster","Pixies","Surfer Rosa (2007 Remaster)","Life","Playlist","GBAFL0700144","1OeLgt3rl1gtWBmzqMXIKs"
"Rosemary","Deftones","Koi No Yokan","Life","Playlist","USRE11200415","4FEr6dIdH6EqLKR0jB560J"
"Cherry Waves","Deftones","Saturday Night Wrist","Life","Playlist","USMV20600284","70L6nHORQsblY813yNqUR3"
"King For A Day","Pierce The Veil","Collide With The Sky","Life","Playlist","US5261216604","1IT0WQk5J8NsaeII8ktdlZ"
"Woman","Doja Cat","Planet Her","Life","Playlist","USRC12101532","6Uj1ctrBOjOas8xZXGqKk4"
"Need to Know","Doja Cat","Planet Her","Life","Playlist","USRC12101120","3Vi5XqYrmQgOYBajMWSvCi"
"Kiss Me More (feat. SZA)","Doja Cat","Planet Her","Life","Playlist","USRC12100543","3DarAbFujv6eYNliUTyqtz"
"OHMAMI","Chase Atlantic","BEAUTY IN DEATH (DELUXE EDITION)","Life","Playlist","US5262124147","0HqxMCPnThJ3An1QIeIzJF"
"You Right","Doja Cat","Planet Her","Life","Playlist","USRC12100544","0k4d5YPDr1r7FX77VdqWez"
"Ain't Shit","Doja Cat","Planet Her","Life","Playlist","USRC12101540","5lAnYvAIkSDNXqfo7DyFUm"
"Tia Tamera (feat. Rico Nasty)","Doja Cat","Amala (Deluxe Version)","Life","Playlist","USRC11803908","1uNePI826aqh9uC9pgbeHU"
"Dick (feat. Doja Cat)","StarBoi3","Dick (feat. Doja Cat)","Life","Playlist","USRC12100749","3nY8AqaMNNHHLYV4380ol0"
"Go To Town","Doja Cat","Amala","Life","Playlist","USRC11800356","6iOvnACn4ChlAw4lWUU4dd"
"MIDDLE OF THE NIGHT","Elley Duhé","MIDDLE OF THE NIGHT","Life","Playlist","USRC11903813","58HvfVOeJY7lUuCqF0m3ly"
"Simon's Song - from the Netflix Series Young Royals","Omar Rudberg","Simon's Song (from the Netflix Series Young Royals)","Life","Playlist","SEWEE2223001","0cEjzw52873lbcxhgjXNGl"
"Revolution","Elias","Warcry","Life","Playlist","SEPQA1500112","2BszaBoypJVW9PodUnsqih"
"Samurai Swords (Acoustic Version)","Highasakite","Samurai Swords (Acoustic Version)","Life","Playlist","NOPRR1602027","6Lq3so9twcIAyF1vLMaDwb"
"The Real Slim Shady","Eminem","The Marshall Mathers LP","Life","Playlist","USIR10000448","3yfqSUWxFvZELEM4PmlwIR"
"Ms. Jackson - Mr. Drunk Remix","Outkast","Stankonia (Deluxe Version)","Life","Playlist","USLF20100040","12hfCw3Bd5uvvqWa2xTNZS"
"Stan","Eminem","The Marshall Mathers LP","Life","Playlist","USIR10001280","3UmaczJpikHgJFyBTAJVoz"
"Mockingbird","Eminem","Encore (Deluxe Version)","Life","Playlist","USIR10400813","561jH07mF1jHuk7KlaeF0s"
"Superman","Eminem","The Eminem Show (Edited Version)","Life","Playlist","USIR10211123","6hT7jL1KmDyCxWOhuzF0lA"
"Rap God","Eminem","Rap God","Life","Playlist","USUM71314079","6r027Faonff84hxFMjMbIH"
"Forgot About Dre","Dr. Dre","2001","Life","Playlist","USIR19915077","7iXF2W9vKmDoGAhlHdpyIa"
"A Sunday Kind Of Love","Etta James","At Last!","Life","Playlist","USMC16046321","0zGLlXbHlrAyBN1x6sY0rb"
"Stormy Weather","Etta James","At Last!","Life","Playlist","USMC16048489","2IdwQxhJn9ZE4zIotcCefR"
"My Way - 2008 Remastered","Frank Sinatra","Nothing But The Best (2008 Remastered)","Life","Playlist","USRH10723041","2YkIDPL5lGhRhomCq4S2RO"
"Fly Me To The Moon","Frank Sinatra","Highlights From Duets","Life","Playlist","USCA29400180","5tPbCacsIZVRONacMh1RP7"
"Reflecting Light","Sam Phillips","A Boot and a Shoe","Life","Playlist","USNO10480706","7DDcNAaRQm1cyDeJ4yLafO"
"Ana","Pixies","Bossanova","Life","Playlist","GBAFL9000306","4lSqfVzoGBmBGnBZrSrKOJ"
"Your Woman","White Town","Women In Technology","Life","Playlist","GBAYE9600116","4ACxa9buEUnOdYEoPcnMpi"
"Lovesong","beabadoobee","Beatopia","Life","Playlist","GBK3W2202096","2qkb3hhx8iCBvYzX9SvVxj"
"Come Away With Me","Norah Jones","Come Away With Me (Super Deluxe Edition)","Life","Playlist","USBN20100889","6jGnykaS6TkWp15utXSAeI"
"Don't Know Why","Norah Jones","Come Away With Me (Super Deluxe Edition)","Life","Playlist","USBN20100529","1zNXF2svmdlNxfS5XeNUgr"
"The Nearness Of You","Norah Jones","Come Away With Me (Super Deluxe Edition)","Life","Playlist","USBN20100888","3HuLpW8NmFFO5GKY8andY2"
"There She Goes","The La's","The La's (Deluxe Edition)","Life","Playlist","GBAQT8800001","0SMkzFGJOBFDI9KfYD55L0"
"Eternal Flame","The Bangles","Super Hits","Life","Playlist","USSM18700216","4haX8cbQkbGHFTelbR396q"
"Pictures of You","The Cure","Galore","Life","Playlist","USEE19000007","5CgHsJyqFuW1U0E3d4Eyi6"
"This Side of Paradise","Coyote Theory","Color","Life","Playlist","QMW9F1100003","79EkGysjP2dL5GdpeQjRxT"
"Rhiannon","Fleetwood Mac","Fleetwood Mac","Life","Playlist","USWB19900188","05oETzWbd4SI33qK2gbJfR"
"Dreams - 2004 Remaster","Fleetwood Mac","Rumours (Super Deluxe)","Life","Playlist","USWB11301111","0ofHAoxe9vBkTCp2UQIavz"
"The Chain - 2004 Remaster","Fleetwood Mac","Rumours (Super Deluxe)","Life","Playlist","USWB11301116","5e9TFTbltYBg2xThimr0rU"
"Little Lies","Fleetwood Mac","Greatest Hits","Life","Playlist","USWB19900207","08o75xMKmGrKny6GsXrNJW"
"Lady Lady Lady","Giorgio Moroder & Joe Esposito","Call Me by Your Name (Original Motion Picture Soundtrack)","Life","Playlist","DED461300165","2GjGgIfg5FqMJ0KQW8HVzV"
"Mystery of Love","Sufjan Stevens","Call Me by Your Name (Original Motion Picture Soundtrack)","Life","Playlist","US64G1737302","0MNNKSUU9OOQ8DSGWduw79"
"Futile Devices","Sufjan Stevens","The Age of Adz","Life","Playlist","US64G1007701","4Zts9erRexAxILn5XjSwUN"
"The Hidden River of My Life","Sufjan Stevens","The Greatest Gift","Life","Playlist","US64G1713410","4CQHuLMWDZaoCNyNmnJHVf"
"Visions of Gideon","Sufjan Stevens","Call Me by Your Name (Original Motion Picture Soundtrack)","Life","Playlist","US64G1737303","5c9qm0bMYawSyRNUTmUMs5"
"Banana Pancakes","Jack Johnson","In Between Dreams","Life","Playlist","USMC60400032","451GvHwY99NKV4zdKPRWmv"
"The Red Means I Love You","Madds Buckley","Sunset on Summerville","Life","Playlist","QZDA42138146","3FD23QWCO0aP7fzKXHCDE8"
"Cry Baby","Melanie Martinez","Cry Baby (Deluxe Edition)","Life","Playlist","USAT21501936","052vSBPxqdmYRDlkSPiavc"
"Dollhouse","Melanie Martinez","Cry Baby (Deluxe Edition)","Life","Playlist","USAT21401604","6wNeKPXF0RDKyvfKfri5hf"
"Sippy Cup","Melanie Martinez","Cry Baby (Deluxe Edition)","Life","Playlist","USAT21501779","2e4jB31WcGsxKL1ByqdZCq"
"Carousel","Melanie Martinez","Cry Baby (Deluxe Edition)","Life","Playlist","USAT21401867","5nHTLEJ10zaqdnKqLriah4"
"Alphabet Boy","Melanie Martinez","Cry Baby (Deluxe Edition)","Life","Playlist","USAT21501937","3NDPcoeno6oasqi6Hs75Ax"
"Soap","Melanie Martinez","Cry Baby (Deluxe Edition)","Life","Playlist","USAT21501777","03f7xZmt2wHCIDJBFPK8G4"
"Training Wheels","Melanie Martinez","Cry Baby (Deluxe Edition)","Life","Playlist","USAT21501938","3EGW6TGGbdk6Ys1Y3HU3lj"
"Pity Party","Melanie Martinez","Cry Baby (Deluxe Edition)","Life","Playlist","USAT21501170","3fo6DYGktjENCiagUeU9yH"
"Tag, You're It","Melanie Martinez","Cry Baby (Deluxe Edition)","Life","Playlist","USAT21501939","3u1FiuSpfsgVnekEMXgMwJ"
"Milk and Cookies","Melanie Martinez","Cry Baby (Deluxe Edition)","Life","Playlist","USAT21501940","5G9qKplB5e4lIpSncwKWVE"
"Pacify Her","Melanie Martinez","Cry Baby (Deluxe Edition)","Life","Playlist","USAT21501941","360Wr96ywrCQq4kTAJ8Pq6"
"Mrs. Potato Head","Melanie Martinez","Cry Baby (Deluxe Edition)","Life","Playlist","USAT21501942","3K1tdhoeE6koNnWgAxEK9Y"
"Teddy Bear","Melanie Martinez","Cry Baby (Deluxe Edition)","Life","Playlist","USAT21502466","10Lu5P0waAD6jc9u9HycU0"
"Cake","Melanie Martinez","Cry Baby (Deluxe Edition)","Life","Playlist","USAT21502464","5H3TCfiw0CQTX1XU7A9TXM"
"Gangnam Style (강남스타일)","PSY","Gangnam Style (강남스타일)","Life","Playlist","USUM71210283","03UrZgTINDqvnUMbbIMhql"
"we fell in love in october","girl in red","we fell in love in october / October Passed Me By","Life","Playlist","GBKPL1828677","6IPwKM3fUUzlElbvKw2sKl"
"midnight love","girl in red","if i could make it go quiet","Life","Playlist","GBKPL2092453","32XaqPVTVkkuOiOPQZ3SpA"
"forget her","girl in red","we fell in love in october / October Passed Me By","Life","Playlist","GBKPL1828678","5vFuoZLvUmAzzIiLSEhk0K"
"i'll die anyway.","girl in red","i'll die anyway.","Life","Playlist","GBKPL1956621","14tud1FLjpHMYHpD2c7NbO"
"bad idea!","girl in red","bad idea!","Life","Playlist","GBKPL1963282","57j65yC2HggQfmYNc6rdOK"
"Too Close","Sir Chloe","Party Favors","Life","Playlist","QZFZ21909163","7M6KOBCfPzWqbkiaXnm7bd"
"Sweet Pea","Amos Lee","Supply And Demand","Life","Playlist","USBN20600451","4KqBoq7MoDJeVsvUHTjXCM"
"The Other Side Of Paradise","Glass Animals","How To Be A Human Being","Life","Playlist","GB2DY1600028","0rRjGruFonCGOt0S5zAJNQ"
"Gooey","Glass Animals","ZABA","Life","Playlist","GBUM71400655","1gk3FhAV07q9Jg77UxnVjX"
"Agnes","Glass Animals","How To Be A Human Being","Life","Playlist","GB2DY1600021","6prvUr8l3t7x5GY7heQb5w"
"Under The Table","Fiona Apple","Fetch The Bolt Cutters","Life","Playlist","USSM12001952","12WhIX6MvI93bS3wPSStSY"
"Monëy so big","Yeat","Up 2 Më","Life","Playlist","USLD91734275","7BbaIYAdi3pg4MGl6PHwPv"
"Sorry Bout That","Yeat","4L","Life","Playlist","QZHNA2168123","4VHkjPgAis9JNfc1URn7zZ"
"Swërved It","Yeat","Up 2 Më","Life","Playlist","USLD91734266","0bihOtJtBxl6r9DUJorNUh"
"DIVE IN!","JELEEL!","DIVE IN! (SPED UP! / SLOWED REVERB!)","Life","Playlist","QZHN82110168","192DMwgDbgS8ghTKc0ACWq"
"Sky","Playboi Carti","Whole Lotta Red","Life","Playlist","USUM72024699","29TPjc8wxfz4XMn21O7VsZ"
"Tell Em","Cochise","Tell Em","Life","Playlist","USSM12103018","7nc7mlSdWYeFom84zZ8Wr8"
"Gët Busy","Yeat","Up 2 Më","Life","Playlist","USLD91734263","20O48JTG6O46tPAuZbliRA"
"Rokstar","Yeat","Up 2 Më","Life","Playlist","USLD91734264","34axCSujRVT7YWmDvisjdQ"
"Rackz got më (feat. Gunna)","Yeat","2 Alivë","Life","Playlist","USUM72202185","0Pq8CSHDXInMK8atOkWSAv"
"Gold Digger","Kanye West","Late Registration","Life","Playlist","USUM70500143","1PS1QMdUqOal0ai3Gt7sDQ"
"Clint Eastwood","Gorillaz","Gorillaz","Life","Playlist","GBAYE0001408","7yMiX7n9SBvadzox8T5jzT"
"Dirty Harry","Gorillaz","Demon Days","Life","Playlist","GBAYE0402431","2bfGNzdiRa1jXZRdfssSzR"
"Kids with Guns","Gorillaz","Demon Days","Life","Playlist","GBAYE0500170","0eEgMbSzOHmkOeVuNC3E0k"
"Tomorrow Comes Today","Gorillaz","Gorillaz","Life","Playlist","GBAYE0000724","3qdDjz9kOvquEFbvXBYOMQ"
"DARE","Gorillaz","The Singles Collection 2001-2011","Life","Playlist","GBAYE0501001","5KITn310R8bC3aZeErFo6S"
"Bohemian Rhapsody","Queen","Stone Cold Classics","Life","Playlist","GBCEE0500364","6l8GvAyoUZwWDgF1e4822w"
"Don't Stop Me Now","Queen","Jazz","Life","Playlist","GBCEG7800014","43DHLzDkncpby82Po5jlOZ"
"Good Old-Fashioned Lover Boy - Remastered 2011","Queen","A Day At The Races","Life","Playlist","GBUM71029614","6FsBUy8pE4dvH2t2umXfCZ"
"On Melancholy Hill","Gorillaz","Plastic Beach","Life","Playlist","GBAYE1000010","0q6LuUqGLUiCPP1cbdwFs3"
"Stay With Me","Sam Smith","In The Lonely Hour","Life","Playlist","GBUM71308833","5Nm9ERjJZ5oyfXZTECKmRt"
"All of Me","John Legend","Love In The Future (Expanded Edition)","Life","Playlist","USSM11303954","3U4isOIWM3VvDubwSI3y7a"
"Lay Me Down","Sam Smith","In The Lonely Hour (Drowning Shadows Edition)","Life","Playlist","GBUM71500850","64GRDrL1efgXclrhVCeuA0"
"Grenade - Acoustic","Bruno Mars","The Grenade Sessions","Life","Playlist","USAT21100012","7Cj2tT0m2SBeIO1PsGfk8A"
"The A Team","Ed Sheeran","+","Life","Playlist","GBAHS1100095","1VdZ0vKfR5jneCmWIUAMxK"
"I'm Not The Only One","Sam Smith","In The Lonely Hour","Life","Playlist","GBUM71308836","7795WJLVKJoAyVoOtCWqXN"
"Too Good At Goodbyes","Sam Smith","The Thrill Of It All (Special Edition)","Life","Playlist","GBUM71704089","3VlbOrM6nYPprVvzBZllE5"
"She Keeps Me Warm","Elise Lieberth","She Keeps Me Warm","Life","Playlist","TCABP1363833","7EgPoVwaCcbRzmHukqiOMA"
