Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Moral of the Story","Ashe","Moral of the Story","Life","Playlist","USQE91500820","2nC3QhMI9reBIOWutbU3Tj"
"Crimson And Clover","The Shacks","Clover (Original Motion Picture Soundtrack)","Life","Playlist","USZ4V2000156","2J3hiL5egugOFdHFqDuSP7"
"Silver Springs - 2004 Remaster","Fleetwood Mac","Rumours (Deluxe Edition)","Life","Playlist","USWB11301121","2Y8BloifAHEn6GproQgPs7"
"Tennis Court","Lorde","Pure Heroine","Life","Playlist","NZUM71300023","74fpNVAJrKGQuqHETi4WSt"
"Chop Suey!","System Of A Down","Toxicity","Life","Playlist","USSM10107256","2DlHlPMa4M17kufBvI2lEN"
"Race","Alex G","Race","Life","Playlist","TCAFK2136051","50gchdAhBUnVOLqQRyKE9L"
"Espresso","Sabrina Carpenter","Espresso","Life","Playlist","USUM72403305","2qSkIjg1o9h3YT9RAgYN75"
"Gnaw","Alex G","Race","Life","Playlist","TCAFK2135968","4F7SWwVXyvGlCs9TtXJbUd"
"I Can't Quit You Baby - 1990 Remaster","Led Zeppelin","Led Zeppelin","Life","Playlist","USAT29900541","62QInSlXQI11BR9ycVWjd6"
"Liar","Korn","See You On the Other Side","Life","Playlist","USVI20500590","6B1uhU0w4fk7nNeylg41Xq"
"Uptown Girl","Billy Joel","An Innocent Man","Life","Playlist","USSM18300270","5zA8vzDGqPl2AzZkEYQGKh"
"I Will - Remastered 2009","The Beatles","The Beatles (Remastered)","Life","Playlist","GBAYE0601659","09x9v1o51dbqi5H0u7UGfp"
"Homecoming","Kanye West","Graduation","Life","Playlist","USUM70749093","4iz9lGMjU1lXS51oPmUmTe"
"I'm Just a Kid","Simple Plan","No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)","Life","Playlist","USAT20111234","6otiaV2fagE3s8IvP6WkwG"
"Casual","Chappell Roan","The Rise and Fall of a Midwest Princess","Life","Playlist","QM24S2205365","3WSOUb3U7tqURbBSgZTrZX"
"Good Luck, Babe!","Chappell Roan","Good Luck, Babe!","Life","Playlist","USUG12401967","0WbMK4wrZ1wFSty9F7FCgu"
"Sexy And I Know It","LMFAO","Sorry For Party Rocking (Deluxe Version)","Life","Playlist","USUM71108090","0obBFrPYkSoBJbvHfUIhkv"
"Ome Robert","Joost","Albino","Life","Playlist","NLG661800442","4hFLAgCvQdngAtIhb3KaVI"
"Obedient Shape","Roar","Knives For Aries","Life","Playlist","US3DF2443247","5DazREgK5IOOPpQSGfxV3I"
"Crybaby","Cults","Crybaby","Life","Playlist","USA2P2416813","7gcjgCVdyvXgbme0Q47Pfr"
"Positive Vibes Only","Roar","Knives For Aries","Life","Playlist","US3DF2443245","6Of8P4miyTYZ83BvdLHXDx"
"Knives For Aries","Roar","Knives For Aries","Life","Playlist","US3DF2443242","0aRdU9ShPWBp9rLVCGKMXi"
"Reckless Abandon","blink-182","Take Off Your Pants And Jacket","Life","Playlist","USMC10110879","4N9fFHRxns1B86F8YTneBz"
"Semi-Charmed Life","Third Eye Blind","Third Eye Blind","Life","Playlist","USEE19701203","42et6fnHCw1HIPSrdPprMl"
"Inside Out","Eve 6","Eve 6","Life","Playlist","USRC19806848","4GiVcDqNQI0fc0yYuRGH9m"
"Black Hole Sun","Soundgarden","Superunknown (20th Anniversary)","Life","Playlist","USAM19400007","4xdHI4eFNst0vTZuuKrWjr"
"Basket Case","Green Day","Dookie","Life","Playlist","USRE19900151","6L89mwZXSOwYl76YXfX13s"
"If You Could Only See","Tonic","Lemon Parade","Life","Playlist","USPR39609309","4KoNBTm9a55KgLMtEaf3n6"
"This Is a Call","Foo Fighters","Foo Fighters","Life","Playlist","USRW29500014","2wO8aOvN1ogLy1N8XT1WJE"
"Otherside","Red Hot Chili Peppers","Californication","Life","Playlist","USWB19900693","3CeYdUfGPCjKMDYyI1PpCh"
"What It's Like","Everlast","Whitey Ford Sings The Blues","Life","Playlist","USRH10904472","7pMVB2oz4Q4SlfTvvevNro"
"3AM","Matchbox Twenty","Yourself or Someone Like You","Life","Playlist","USAT29600038","5vYA1mW9g2Coh1HUFUSmlb"
"How's It Going to Be","Third Eye Blind","Third Eye Blind","Life","Playlist","USEE19701206","3Uvx1TO0Kg5HgGPk58lHXv"
"My Hero","Foo Fighters","The Colour And The Shape","Life","Playlist","USRW29600007","4dVbhS6OiYvFikshyaQaCN"
"Check Yes, Juliet","We The Kings","We The Kings","Life","Playlist","USKFE0700003","0wVluBsVAVzBKrqspuCcwR"
"Breakfast At Tiffany's","Deep Blue Something","Home","Life","Playlist","USIR19500177","1uzWOoJdADfstQuFtQFTUn"
"I Have Nothing","Whitney Houston","The Bodyguard - Original Soundtrack Album","Life","Playlist","USAR10300965","31er9IGsfFbwqy1pH4aiTP"
"Light My Love","Greta Van Fleet","The Battle at Garden’s Gate","Life","Playlist","USUM72022660","4iya38ctQ1httyA6NOG9oW"
"Heat Above","Greta Van Fleet","Broken Bells","Life","Playlist","USUM72022650","7pn2efhCkZcPCM2zlR4RtY"
"Safari Song","Greta Van Fleet","From The Fires","Life","Playlist","USUM71703679","1BfR5GMOgW0peHkPxrwf11"
"Safari Song","Greta Van Fleet","From The Fires","Life","Playlist","USUM71703679","1BfR5GMOgW0peHkPxrwf11"
"All In the Family (feat. Fred Durst)","Korn","Follow The Leader","Life","Playlist","USSM19801335","7yYvvOB7CuzdVldb6zOk1m"
"Break Stuff","Limp Bizkit","Significant Other","Life","Playlist","USIR19902309","5cZqsjVs6MevCnAkasbEOX"
"Femininomenon","Chappell Roan","The Rise and Fall of a Midwest Princess","Life","Playlist","USUG12302738","53IRnAWx13PYmoVYtemUBS"
"Sexy Song","Joost","Albino Sports, Vol. 1","Life","Playlist","NL1MC2100004","0iolIXO0COnCURim5izq5X"
"Dumb","Nirvana","In Utero","Life","Playlist","USGF19960706","5gRcv46AMTrosmTOqrOV3Q"
"Chic 'N' Stu","System Of A Down","Steal This Album!","Life","Playlist","USSM10213322","11i33j50Gsr90pRoDJBrEA"
"Blue Eyes Like the Devils Water","McCafferty","Beachboy","Life","Playlist","TCACS1654667","1YsqCyZdwBX2PriZAP1T88"
"Lonely Eyes","The Front Bottoms","Ann","Life","Playlist","USAT21801005","6xV8Ko71oo0RPQFrL2ZpUf"
"Fine, Great","Modern Baseball","You're Gonna Miss It All","Life","Playlist","QMCE71300060","3zb6SWbtSON0DGs7xPibeY"
"Sweet Child O' Mine","Guns N' Roses","Appetite For Destruction","Life","Playlist","USGF18714809","7snQQk1zcKl8gZ92AnueZW"
"I Cum Blood","Cannibal Corpse","Tomb Of The Mutilated","Life","Playlist","USMBR0400807","3bQoMbPYOvvseHaSOWAQ3Q"
"Bleed It Out","Linkin Park","Minutes to Midnight","Life","Playlist","USWB10701213","0UFDKFqW2oGspYeYqo9wjA"
"Cigaro","System Of A Down","Mezmerize","Life","Playlist","USSM10500838","47EqCQZG5v4o0WFMufGf5S"
"Froggin' bullﬁsh","Periphery","Periphery II","Life","Playlist","USYFZ1222412","0Bt35EB4dVt360wTCAqY7q"
"One Step Closer","Linkin Park","Hybrid Theory (Bonus Edition)","Life","Playlist","USWB10002399","3K4HG9evC7dg3N0R9cYqk4"
"Coney Island Baby","The Excellents","Presenting The Excellents","Life","Playlist","DEXO22207397","4LG3njWSX8FneYH4zSJXGi"
"Relax My Eyes","ANOTR","Relax My Eyes","Life","Playlist","GBKQU2296427","5u4hhtZ7f4rWkMZEZcTKrH"
"Say Yes","Elliott Smith","Either/Or","Life","Playlist","USKRS0326912","4IKMZtDIqyQDA6a4YvsgpK"
"Roots Bloody Roots","Sepultura","Roots","Life","Playlist","NLA329513650","6ursmCnbc9oDRGa2yHKkoZ"
"Ratamahatta","Sepultura","Roots","Life","Playlist","NLA329513680","3Tg8JctqoeIwZ3Rue8BjaI"
"Arise","Sepultura","Arise","Life","Playlist","NLA329780651","1erRDf98WX0VllciGPYO1H"
"anything","Adrianne Lenker","songs","Life","Playlist","GBAFL2000252","4PwWESSlTwzvw9B7bmtTLS"
"Maybe","The Chantels","The Best Of The Chantels","Life","Playlist","USRH10126425","2xMAFTxwZ0w1twuyMZcYb7"
"I Only Have Eyes for You","The Flamingos","Flamingo Serenade","Life","Playlist","USRH10551968","3YdKJzcoMZMacISlpY4QoP"
"Hey Senorita","The Penguins","Earth Angel","Life","Playlist","DE1A42140812","7lkV7p8Qv1ZtHvaF78dcea"
"Simulation Swarm","Big Thief","Dragon New Warm Mountain I Believe In You","Life","Playlist","GBAFL2100193","2FwDApgXk91kXvqy2oB7dz"
"not a lot, just forever","Adrianne Lenker","songs","Life","Playlist","GBAFL2000258","11hEwcy9LMEvzAlOYAFhkK"
"two reverse","Adrianne Lenker","songs","Life","Playlist","GBAFL2000250","4GHHloVSspowQJMBsJ6r37"
"Promise","Laufey","Bewitched","Life","Playlist","QMDA62312092","08PdFBcXzpkn1cWNgmKqhn"
"Coffee","Chappell Roan","The Rise and Fall of a Midwest Princess","Life","Playlist","USUG12305909","6GdUMm5xMw9hJckIc0qsGb"
"We'll Never Have Sex","Leith Ross","To Learn","Life","Playlist","USUM72203822","4Do3s3aivnqbUAvUEDEsAG"
"In The Still of the Night","The Five Satins","For Collectors Only","Life","Playlist","USPB81011014","0GVvRmCoiLkhxJvlZy9bLk"
"A Teenager In Love","Dion & The Belmonts","Presenting Dion And The Belmonts","Life","Playlist","USLA19200003","0QGwOFQChzflLAmPq5NwKo"
"Tears on My Pillow","Little Anthony & The Imperials","Greatest Hits","Life","Playlist","USRH10300813","07ePHsQ0SopWrnCbNjNC2D"
"Smokey Eyes","Lincoln","A Constant State of Ohio","Life","Playlist","USBAL1600002","0VeJZDfCOxBFSmocsNIBei"
"Banks","Lincoln","A Constant State of Ohio","Life","Playlist","USBAL1600003","3oupmHRSdB4P1lFEwPFyat"
"How I Survived Bobby Mackey's Personal Hell","Lincoln","A Constant State of Ohio","Life","Playlist","USBAL1600004","1gy9FdKcW9yaHtCMJRzSWn"
"What's Up?","Mom Jeans.","Sweet Tooth","Life","Playlist","QZNWP2102302","141alNiSd9vG4Lb22BLHWM"
"Shred Cruz","Mom Jeans.","Split","Life","Playlist","TCACY1776905","2PfhxN59IQspC3t8OLsZLV"
"Two Beers In","Free Throw","Those Days Are Gone","Life","Playlist","QMQRB1400086","5oBarQJHCnHLzyezz0XzFx"
"Re-Do","Modern Baseball","Sports","Life","Playlist","USX9P1213649","1fddQyaDzAQGhnSZh7UQIJ"
"Danger Can't","Mom Jeans.","Best Buds","Life","Playlist","TCACP1635557","5DOtHgPOgU9hGAmr49WeBs"
"Poor Boxer Shorts","Mom Jeans.","Best Buds","Life","Playlist","TCACP1635562","6QleJ5pzSrQfDX0X3BjoUF"
"Girl Scout Cookies","Mom Jeans.","Best Buds","Life","Playlist","TCACP1635566","0cM1XvQRn89wXkEHAwGjKH"
"Rock Bottom","Modern Baseball","You're Gonna Miss It All","Life","Playlist","QMCE71300062","7dBt70xgF0BawJvmtgKn8f"
"Criminal","Fiona Apple","Tidal","Life","Playlist","USSM19600947","6PNvv1dmDbOWrAYwEcuKBX"
"Petals","Hole","Celebrity Skin","Life","Playlist","USGF19816412","4VedfquAzkjR15ntcWmNfL"
"Doll Parts","Hole","Live Through This","Life","Playlist","USGF19963106","49t1GWE6ZiEoBgN92oMDdM"
"Limp","Fiona Apple","When The Pawn...","Life","Playlist","USSM19910358","104YdibC7VQy78xAVmgRYr"
"Loser.","McCafferty","Yarn","Life","Playlist","US72W1821201","3Z3MKGF5pdbiAbBhj0fqtD"
"Champagne Supernova (Remastered)","Oasis","(What's The Story) Morning Glory? (Deluxe Edition) [Remastered]","Life","Playlist","GBQCP1400118","40bynawzslg9U7ACq07fAj"
"Paper Bag","Fiona Apple","When The Pawn...","Life","Playlist","USSM19910365","0IVkP59yJ9GFF6B7IrvrxA"
"Sports","Viagra Boys","Street Worms (Deluxe Edition)","Life","Playlist","SE5AJ1600455","4mrTb7K5ywpcwuHKmE4QaS"
"Down with the Sickness","Disturbed","The Sickness (10th Anniversary Edition)","Life","Playlist","USRE10902084","4ImIJRZNJhNQLLdUFSYJoS"
"Summer's Over","Jordana","Summer's Over","Life","Playlist","QM5BK1900504","4E5N0mYyYFf0QZs3XDeSIj"
"Shut up My Moms Calling","Hotel Ugly","Shut up My Moms Calling","Life","Playlist","TCAEQ2083509","3hxIUxnT27p5WcmjGUXNwx"
"Miss Jackson (feat. LOLO)","Panic! At The Disco","Too Weird to Live, Too Rare to Die!","Life","Playlist","USAT21301974","46Kcradxrva9Dny4lHU1b3"
"Hate Yourself","TV Girl","French Exit","Life","Playlist","USHM21438138","7ijyGfG4NxMBobHgvu4lIM"
"Lo on the Hi-Way","Jordana","Summer's Over","Life","Playlist","QM5BK1900505","6ig8zXqHrvRJmXWMk42h7b"
"Crawling","Linkin Park","Hybrid Theory (Bonus Edition)","Life","Playlist","USWB10002405","57BrRMwf9LrcmuOsyGilwr"
"Kaleidoscope","Chappell Roan","The Rise and Fall of a Midwest Princess","Life","Playlist","USUG12301844","4ROYC4vHfPZ28mqz0eLrzL"
"Piedmont","Destroy Boys","Make Room","Life","Playlist","UST8K1875791","2vIPTqrjlm8qcGUsBUEw2Q"
"The Party's Not Over","Jordana","Summer's Over","Life","Playlist","QM5BK1900510","1XIjYEwEVPyoJNSdEhM1kP"
"When You Were Young","The Killers","Sam's Town","Life","Playlist","USUM70605164","70wYA8oYHoMzhRRkARoMhU"
"Split","Yeat","AftërLyfe","Life","Playlist","USUM72302108","3HqGDrSOZ6LbBfX5EsiaAj"
"Bennie And The Jets - Remastered 2014","Elton John","Goodbye Yellow Brick Road (Remastered)","Life","Playlist","GBUM71304955","5Wj1rJnCLpMHdLaxsFtJLs"
"Better in the Dark","Jordana","Summer's Over","Life","Playlist","QM5BK1900509","3SeDS5sSoWnwAZvVgkdKzf"
"It All Feels Right","Washed Out","Paracosm","Life","Playlist","USSUB1305502","2tpTRRc6XFZcwdZlc3hf02"
"Monolithic","Cults","Host","Life","Playlist","QM8QH2000750","71Z5pRSM9oHMa59WW5ifHq"
"Harvey","Her's","Invitation to Her's","Life","Playlist","GBYEJ1800003","1zFbBrZmJr1Z49HYe84dBg"
"Sweet to Dream","Jordana","Summer's Over","Life","Playlist","QM5BK1900507","4ydTfdsz2oByCT3JVOXVzv"
"Seven","Men I Trust","Seven","Life","Playlist","TCADT1887356","2dwvxOHnQjndZLowIR6PiS"
"Piano Man","Billy Joel","Piano Man (Legacy Edition)","Life","Playlist","USSM17300504","70C4NyhjD5OZUMzvWZ3njJ"
"It's Only Sex","Car Seat Headrest","Living While Starving","Life","Playlist","QMPKX1320609","6dtPJwNdLuyVGPWyHOI6GP"
"Your Song","Elton John","Elton John","Life","Playlist","GBAMB9500072","38zsOOcu31XbbYj9BIPUF1"
"1991","Azealia Banks","1991 - EP","Life","Playlist","TCADT1876095","0UTmS76yJwuCpiKEn16uN5"
"shiver","Lil Peep","Vertigo","Life","Playlist","UKELY2000003","4SIv6FpWCoJFqNWVA6j1kK"
"Sweet Cis Teen","Dazey and the Scouts","Maggot","Life","Playlist","QMPKX1723033","46Boh7rtDSxoEDZ52Qowcc"
"Miss Amor","Azealia Banks","Broke with Expensive Taste","Life","Playlist","US5Z51400594","5qfKRYS2OX2opgUzUY7h8e"
"Kute","Alex G","Trick","Life","Playlist","GBJET1400054","1c8NFAQd29gXd8wdAgK42T"
"Show Me How","Men I Trust","Show Me How","Life","Playlist","TCADM1873570","75IQVo8hqI1iwVZyvkN2VT"
"Lithonia","Childish Gambino","Lithonia","Life","Playlist","USRC12402124","4JfpJrrGNXRj2yXm1fYV23"
"Swimming","Flawed Mangoes","Swimming","Life","Playlist","QZWFR2321377","0sTjyzgd2K5htQpU8ienNe"
"Honey I'm Home","Destroy Boys","Honey I'm Home","Life","Playlist","QZFZ62050025","5ItnzxR2gI5lS7YBf38BiW"
"Sweet Dreams (Sky like Dreams)","Ferdinand fka Left Boy","Sweet Dreams (Sky like Dreams)","Life","Playlist","DEE862300762","1CHhDABrbO1XUoyO14Rbp2"
"Hate Bein' Sober","Chief Keef","Finally Rich","Life","Playlist","USUM71214714","2oHM9KAdFdFvDCaE4V6RST"
"Laughin' To The Bank","Chief Keef","Finally Rich","Life","Playlist","USUM71214718","1AR6VrButtOFNqS9ck6Wam"
"I Don't Like","Chief Keef","Finally Rich","Life","Playlist","USUM71207543","1h6kgem1ai8vUgO1rZOwfB"
"Save Me","Chief Keef","Save Me","Life","Playlist","USAE81400719","5VjQTikdqkiKi1XtXTVdc8"
"NGSUNC","Ayesha Erotica","Big Juicy","Life","Playlist","DEKB72082814","6aJoF6rGAZmZk6I2CH0KCu"
"Don't You (Forget About Me)","Simple Minds","Once Upon A Time (Super Deluxe)","Life","Playlist","GBAAA8500001","3fH4KjXFYMmljxrcGrbPj9"
"911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy)","Tyler, The Creator","Who Dat Boy / 911","Life","Playlist","USQX91701281","1pGAvZo2axYXAXYiSeYEqY"
"Fly Away","Lenny Kravitz","5","Life","Playlist","USVI29800169","1OxcIUqVmVYxT6427tbhDW"
"Pearls","Sade","Love Deluxe","Life","Playlist","GBBBM9200024","4J7s7j5ulwElPG7HaGQDXR"
"Rollin' (Air Raid Vehicle)","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","Life","Playlist","USIR10001170","3IV4swNduIRunHREK80owz"
"Africa","TOTO","Toto IV","Life","Playlist","USSM19801941","2374M0fQpWi3dLnB54qaLX"
"Wrong Way","Sublime","Sublime","Life","Playlist","USGA19649249","2PdIo7ewQPuAsP99LVg9uy"
"Mary Jane's Last Dance","Tom Petty and the Heartbreakers","Greatest Hits","Life","Playlist","USMC19341704","3dmqIB2Qxe2XZobw9gXxJ6"
"Badfish","Sublime","Jah Won't Pay The Bills","Life","Playlist","USGA19244450","4paJ10JPNCyOaLtz2cY928"
"Better Together","Jack Johnson","In Between Dreams","Life","Playlist","USMC60400027","4VywXu6umkIQ2OS0m1I79y"
"For The Love Of You","John Holt","The Tide Is High","Life","Playlist","NLRD51437216","0AowGZii4pRyeop9bkqW0C"
"Fuck Love","XXXTENTACION","17","Life","Playlist","USUYG1156898","7AQim7LbvFVZJE3O8TYgf2"
"For the Love of You, Pts. 1 & 2","The Isley Brothers","The Heat Is On","Life","Playlist","USSM17500025","7teF2kwC3GL00mQfwtxzo9"
"Girl Next Door","Copperpot","Girl Next Door EP","Life","Playlist","ushm20611113","2LKPTpU8SK8zatMtk3ldXo"
"Politics and Party Tricks","slimdan","Politics and Party Tricks","Life","Playlist","GB6TW2100143","32p3jMPm6iQuNIkyRqxvJU"
"Tek It","Cafuné","Running","Life","Playlist","QM24S1926168","751srcHf5tUqcEa9pRCQwP"
"Kanye West - Mama's Boyfriend","","MamonCast","Life","Playlist","","664Rr2Ljw17nf0ePvyJtS6"
"Steps Beach","Childish Gambino","Bando Stone and The New World","Life","Playlist","USRC12402298","4lovbNtAeIxtXWy9bwEsQk"
"Got To Be","Childish Gambino","Bando Stone and The New World","Life","Playlist","USRC12402297","4p2HhC8KX8pGLyNDQ0Ednd"
"Real Love","Childish Gambino","Bando Stone and The New World","Life","Playlist","USRC12402301","17L09JJ5W7F5ou68mcAeMJ"
"In The Night (feat. Jorja Smith & Amaarae)","Childish Gambino","Bando Stone and The New World","Life","Playlist","USRC12402186","11bJ1ws3dathgY9uzADUhL"
"Cruisin' (feat. Yeat)","Childish Gambino","Bando Stone and The New World","Life","Playlist","USRC12402299","1CJO1NdPdtnkJBrEx6As65"
"We Are God","Childish Gambino","Bando Stone and The New World","Life","Playlist","USRC12402293","50YZAls4cS1sZxvWxCTh3y"
"Forever Young","Alphaville","Forever Young","Life","Playlist","DEA629260150","4S1VYqwfkLit9mKVY3MXoo"
"Seven Nation Army","The White Stripes","Elephant","Life","Playlist","USVT10300001","3dPQuX8Gs42Y7b454ybpMR"
"She","Tyler, The Creator","Goblin","Life","Playlist","GBBKS1100033","0SA0mMXWh23raZ6xzOCU2V"
"The Sweet Escape","Gwen Stefani","The Sweet Escape","Life","Playlist","USUM70618684","66ZcOcouenzZEnzTJvoFmH"
"Mirage","Orion Sun","A Collection of Fleeting Moments and Daydreams","Life","Playlist","TCADD1775942","1w327AHTCoChRIkJUprAnV"
"BEST INTEREST","Tyler, The Creator","BEST INTEREST","Life","Playlist","USQX92000078","3jHdKaLCkuNEkWcLVmQPCX"
"Amoeba","Clairo","Sling","Life","Playlist","USUG12101891","0HAqq2GcQKyi3s87GuN7jU"
"Snowman","Sia","Everyday Is Christmas (Deluxe Edition)","Life","Playlist","USAT21704212","7uoFMmxln0GPXQ0AcCBXRq"
"Miss You","Oliver Tree","Victoria's Secret - Pop Bangers","Life","Playlist","USAT22211992","1ulh1VlvQW8hM3C3aCM41e"
"Alien Boy","Oliver Tree","Ugly is Beautiful","Life","Playlist","USAT21800606","3BIIJgBJJ7NhhCv4MI6n7w"
"Gilded Lily","Cults","Offering","Life","Playlist","USQX92206420","3Z0qLOS0cqWKPHXkbTXmNF"
"Starman - 2012 Remaster","David Bowie","The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster)","Life","Playlist","USJT11200004","0pQskrTITgmCMyr85tb9qq"
"Nine in the Afternoon - Single Mix","Panic! At The Disco","Pretty. Odd.","Life","Playlist","USAT20801101","1S30kHvkkdMkcuCTGSgS41"
"Blame It on the Boogie","The Jacksons","Destiny","Life","Playlist","USSM17801024","3qI94hINNNeb4S7xQi18lS"
"B.A.S. (feat. Kyle Richh)","Megan Thee Stallion","MEGAN","Life","Playlist","USAT22405475","3pR7ZToCrzeNkfEf6n2rVR"
"Bulletproof","La Roux","La Roux","Life","Playlist","GBUM70903779","3kMrazSvILsgcwtidZd1Qd"
"Droom Groot","Joost","Droom Groot","Life","Playlist","QZRP42316515","4XiYnHAolrUxuRCaGLFG0R"
"Shake It","Metro Station","Metro Station","Life","Playlist","USSM10702537","5619Ojc6t9evEEs3B7Drhe"
"Yahhh!","Soulja Boy","souljaboytellem.com","Life","Playlist","USUM70749134","6wkfxYze6eZb5pNrplBNtk"
"Basketball Shoes","Black Country, New Road","Ants From Up There","Life","Playlist","GBCFB2100674","4ShVovnLIlObG43vwaCRkJ"
"Die Young","Lil Texas","Die Young","Life","Playlist","QZRP42276122","3RJI4u402dWZSjco4B6ECB"
"Without Stars - Swedish Version","Basshunter","LOL (2008 yellow bonus version/no videos_France)","Life","Playlist","SEPQA0651316","0QLy0DJzycaSZ61Z50G3u2"
"The Comfort of a Laugh Track","Roar","I'm Not Here to Make Friends","Life","Playlist","TCABL1398895","7y81xCrjzEDA5DLKfIT0h8"
"Chinese Tattoo","Roar","I'm Not Here to Make Friends","Life","Playlist","TCABL1398892","420EboeTvmHHhp5Er2cWoD"
"Te llevo conmigo","Destroy Boys","Open Mouth, Open Heart","Life","Playlist","USHR22114706","0phwDsDNV42mHav3Tu3fHK"
"How - demo","Clairo","diary 001","Life","Playlist","US4HB1800028","2lO8mP1QvI7RizGcBYQ7Mx"
"Don't Come Home Today","Good Morning","Shawcross","Life","Playlist","UST8K1403965","1jQyc3hZdalk3jCIfgTdcn"
"Backward in Love","shy kids","Backward in Love","Life","Playlist","TCAEI1953781","68JW0PqQ1hyw3bEhouRzy8"
"i dont even own prada shoes lol","re6ce","grey europe","Life","Playlist","USAT22402735","7fOkGoCT2blbISYAZhgvRm"
"Fences","Destroy Boys","Fences","Life","Playlist","QZFYW2090652","5BzxNPsMQhrRnwNRKyMNXB"
"James Deen You Let Us Down","Dazey and the Scouts","Maggot","Life","Playlist","QMPKX1723030","6xFXmcZb5uG6aN4yV5x2mz"
"Black Sheep - Brie Larson Vocal Version","Metric","Black Sheep (Brie Larson Vocal Version)","Life","Playlist","USA172092020","60TThBDrPpek5k520l0W0L"
"Just a Fan","Roar","I Can't Handle Change","Life","Playlist","USHM81020600","7DdPNqkm1thqUM0sp5wrTN"
"Duck Eat Duck World","Destroy Boys","Make Room","Life","Playlist","UST8K1875794","3eFSgjJcMxLPvhk42FZycQ"
"Pink Triangle","Weezer","Pinkerton","Life","Playlist","USGF19600708","6qQGxKyy6LcyZVsWn93lyS"
"Housewarming Porno","Meth Wax","Luxury Rehab","Life","Playlist","TCACZ1731026","1gW8dz8O8M1CCUwSW0aaP6"
"Locker Room Bully","Destroy Boys","Open Mouth, Open Heart","Life","Playlist","USHR22114702","3Kdu2bo7HxXO6PGOs8jiyl"
"Tell Me Lover, Do You Love Me?","McCafferty","Tell Me Lover, Do You Love Me?","Life","Playlist","TCAIA2447321","2x8KIq1GATKljfQYsWjyXu"
"Pray You Catch Me","Beyoncé","Lemonade","Life","Playlist","USSM11603175","7rLDARtJALM7QdiJDMXW7m"
"Sandstorm (feat. JID)","Mereba","The Jungle Is The Only Way Out","Life","Playlist","USUM71901124","1NlWBpNYAnFT7gMGyC0Y1M"
"A Cappella","Daniel Caesar","Pilgrim's Paradise","Life","Playlist","TCACJ1532156","3XlzpaHje8MlpaGe8twgr7"
"S1E4 - ✦ Never Let Me Go • Lana Del Rey","","✦𝕮𝖗1𝖝✦","Life","Playlist","","0spE39fgV21B6iEwwpauhm"
"My First Kiss (feat. Ke$ha)","3OH!3","Streets Of Gold","Life","Playlist","USAT21000648","17tDv8WA8IhqE8qzuQn707"
"I'm Not A Vampire","Falling In Reverse","The Drug In Me Is You","Life","Playlist","USEP41118004","7l0Lr7Tl4Gt8hQj4v3rwtf"
"That's Life - 2008 Remastered","Frank Sinatra","Nothing But The Best (2008 Remastered)","Life","Playlist","USRH10723036","4dt6XKr0xKdPzjFhwB8dBm"
"Fashionably Late","Falling In Reverse","Fashionably Late (Deluxe Edition)","Life","Playlist","USEP41310004","5JUufCEin0aXyFLXCzJbUL"
"Ain't No Rest for the Wicked","Cage The Elephant","Cage The Elephant (Expanded Edition)","Life","Playlist","USJI10900260","3Pzh926pXggbMe2ZpXyMV7"
"Dance, Dance","Fall Out Boy","From Under The Cork Tree","Life","Playlist","USDJ20500174","0a7BloCiNzLDD9qSQHh5m7"
"Somebody Told Me","The Killers","Hot Fuss","Life","Playlist","USIR20400195","6PwjJ58I4t7Mae9xfZ9l9v"
"Super Rich Kids","Frank Ocean","channel ORANGE","Life","Playlist","USUM71207196","0725YWm6Z0TpZ6wrNk64Eb"
"Paralyzed","Roar","Diamond Destroyer of Death","Life","Playlist","USDY42113124","0SFIuThvXno5hBjKFkAVxb"
"Destroyed By Hippie Powers","Car Seat Headrest","Teens Of Denial","Life","Playlist","USMTD1607729","4mxoJfHYvwuWCwqnZvzggL"
"Should I Stay or Should I Go - Remastered","The Clash","Combat Rock (Remastered)","Life","Playlist","GBARL1200670","39shmbIHICJ2Wxnk1fPSdz"
"Between the Bars","Elliott Smith","Either/Or","Life","Playlist","USKRS0326904","1JbUMtVkQuaAPdHOvncVTm"
"Human","The Killers","Day & Age (Bonus Tracks)","Life","Playlist","USUM70837367","1sTsuZTdANkiFd7T34H3nb"
"All These Things That I've Done","The Killers","Hot Fuss","Life","Playlist","USIR20400269","5vollujufHY0jMZxx77VWr"
"Smile Like You Mean It","The Killers","Hot Fuss","Life","Playlist","USIR20400275","3KANrKOFYyAxfjQJHkgBdb"
"Andy, You're A Star","The Killers","Hot Fuss","Life","Playlist","USIR20400270","6BnY0YochAURSXSR3d5N7O"
"Everything Will Be Alright","The Killers","Hot Fuss","Life","Playlist","USIR20400277","3nFhiJReGYBDoqArWW3p5e"
"Spaceman","The Killers","Day & Age (Bonus Tracks)","Life","Playlist","USUM70842814","1A8SxnqRK3qabmuN2qxIpa"
"We Major","Kanye West","Late Registration","Life","Playlist","USUM70502548","46fk9wjYcPm0sgym2b7EEE"
